"species"	"x"	"y"
"Vaspis"	3.33626	48.16488
"Vaspis"	3.45903	46.81423
"Vaspis"	3.06737	48.25532
"Vaspis"	4.37697	46.8069
"Vaspis"	3.2021	48.25517
"Vaspis"	3.73227	47.62309
"Vaspis"	4.78809	47.34157
"Vaspis"	4.00021	47.71112
"Vaspis"	4.63918	46.80347
"Vaspis"	4.93346	47.69941
"Vaspis"	6.23295	47.13012
"Vaspis"	3.71775	46.54277
"Vaspis"	4.39786	47.61702
"Vaspis"	5.16349	46.79479
"Vaspis"	3.46916	47.98445
"Vaspis"	3.33512	47.98491
"Vaspis"	4.7615	46.53146
"Vaspis"	4.78211	47.16157
"Vaspis"	4.64191	46.89348
"Vaspis"	4.24586	46.8084
"Vaspis"	3.19938	47.5352
"Vaspis"	4.3885	47.257
"Vaspis"	3.60015	47.71385
"Vaspis"	4.92695	47.51944
"Vaspis"	3.06748	48.34529
"Vaspis"	4.63647	46.71344
"Vaspis"	4.2356	46.35824
"Vaspis"	4.39083	47.34701
"Vaspis"	5.02906	46.70718
"Vaspis"	3.32843	46.90472
"Vaspis"	3.46521	47.53444
"Vaspis"	3.59813	47.53384
"Vaspis"	3.46133	47.08433
"Vaspis"	4.92049	47.33946
"Vaspis"	4.89507	46.6194
"Vaspis"	3.7385	48.07306
"Vaspis"	3.0668	47.80538
"Vaspis"	5.02236	46.52715
"Vaspis"	3.85246	46.81199
"Vaspis"	3.98524	46.90097
"Vaspis"	3.86833	47.80218
"Vaspis"	4.64465	46.9835
"Vaspis"	4.38387	47.07697
"Vaspis"	5.41755	46.60956
"Vaspis"	4.64739	47.07351
"Vaspis"	3.06714	48.07536
"Vaspis"	4.7557	46.35142
"Vaspis"	5.03581	46.88719
"Vaspis"	3.98853	47.08103
"Vaspis"	4.53614	47.79533
"Vaspis"	3.9935	47.35109
"Vaspis"	3.33455	47.89492
"Vaspis"	5.19631	47.60473
"Vaspis"	4.76442	46.62148
"Vaspis"	3.46837	47.89446
"Vaspis"	4.12595	47.34988
"Vaspis"	4.50309	46.62521
"Vaspis"	3.4598	46.90427
"Vaspis"	4.12219	47.16985
"Vaspis"	3.33007	47.17481
"Vaspis"	4.92372	47.42945
"Vaspis"	4.91088	47.06946
"Vaspis"	3.98034	46.63087
"Vaspis"	2.93376	47.35531
"Vaspis"	3.47156	48.2544
"Vaspis"	5.05288	47.33719
"Vaspis"	3.73599	47.89309
"Vaspis"	4.25209	47.07847
"Vaspis"	4.10373	46.26953
"Vaspis"	3.46365	47.35441
"Vaspis"	3.20073	47.89522
"Vaspis"	4.52071	47.25534
"Vaspis"	4.11845	46.9898
"Vaspis"	4.7851	47.25157
"Vaspis"	3.33286	47.62491
"Vaspis"	3.06646	47.53535
"Vaspis"	3.20245	48.34514
"Vaspis"	4.50808	46.80526
"Vaspis"	5.15991	46.70479
"Vaspis"	3.46443	47.44443
"Vaspis"	3.99853	47.62111
"Vaspis"	4.77028	46.80152
"Vaspis"	4.26263	47.52853
"Vaspis"	4.12784	47.43989
"Vaspis"	4.38618	47.16699
"Vaspis"	3.19772	47.08508
"Vaspis"	4.26689	47.70853
"Vaspis"	4.52326	47.34535
"Vaspis"	4.62569	46.35334
"Vaspis"	4.52839	47.52535
"Vaspis"	5.05633	47.42718
"Vaspis"	4.53096	47.61535
"Vaspis"	3.9836	46.81094
"Vaspis"	4.24379	46.71837
"Vaspis"	3.59914	47.62385
"Vaspis"	3.6032	47.98384
"Vaspis"	4.23968	46.53831
"Vaspis"	4.63376	46.62342
"Vaspis"	4.91728	47.24946
"Vaspis"	3.33342	47.71492
"Vaspis"	5.04602	47.1572
"Vaspis"	4.13356	47.7099
"Vaspis"	4.65846	47.43354
"Vaspis"	3.06657	47.62536
"Vaspis"	3.06725	48.16534
"Vaspis"	4.7586	46.44144
"Vaspis"	5.19261	47.51475
"Vaspis"	3.59512	47.26378
"Vaspis"	4.65291	47.25353
"Vaspis"	4.37241	46.62685
"Vaspis"	3.59413	47.17376
"Vaspis"	4.26476	47.61853
"Vaspis"	3.20005	47.71522
"Vaspis"	3.20141	48.07521
"Vaspis"	4.25419	47.16849
"Vaspis"	3.46679	47.71446
"Vaspis"	4.49813	46.44515
"Vaspis"	4.23763	46.44827
"Vaspis"	3.85673	47.08208
"Vaspis"	3.46996	48.07444
"Vaspis"	3.19904	47.44518
"Vaspis"	4.10737	46.44961
"Vaspis"	2.93365	47.44533
"Vaspis"	4.74994	46.17136
"Vaspis"	3.59712	47.44382
"Vaspis"	4.12031	47.07982
"Vaspis"	4.79109	47.43157
"Vaspis"	4.51059	46.89528
"Vaspis"	4.77914	47.07156
"Vaspis"	3.0658	46.9952
"Vaspis"	3.71894	46.63281
"Vaspis"	3.06558	46.81513
"Vaspis"	4.77617	46.98155
"Vaspis"	4.49566	46.35512
"Vaspis"	4.27119	47.88851
"Vaspis"	3.33118	47.35486
"Vaspis"	3.73475	47.80309
"Vaspis"	4.65014	47.16352
"Vaspis"	3.73104	47.53308
"Vaspis"	4.66968	47.7935
"Vaspis"	3.466	47.62445
"Vaspis"	3.06591	47.08523
"Vaspis"	3.19673	46.81498
"Vaspis"	4.38156	46.98695
"Vaspis"	4.50061	46.53518
"Vaspis"	3.72736	47.26303
"Vaspis"	3.20176	48.16519
"Vaspis"	3.60423	48.07383
"Vaspis"	3.99184	47.26107
"Vaspis"	4.37469	46.71688
"Vaspis"	5.0257	46.61716
"Vaspis"	5.29074	46.70225
"Vaspis"	3.32897	46.99475
"Vaspis"	4.89194	46.52938
"Vaspis"	3.73724	47.98308
"Vaspis"	3.87128	47.98216
"Vaspis"	4.94001	47.87936
"Vaspis"	4.53874	47.88531
"Vaspis"	3.59612	47.3538
"Vaspis"	4.37015	46.53682
"Vaspis"	3.33683	48.25486
"Vaspis"	3.20039	47.80522
"Vaspis"	4.0019	47.80111
"Vaspis"	4.62301	46.26332
"Vaspis"	2.93332	47.71537
"Vaspis"	3.33569	48.0749
"Vaspis"	3.19972	47.62521
"Vaspis"	3.72981	47.44307
"Vaspis"	4.66405	47.61353
"Vaspis"	3.86105	47.35214
"Vaspis"	4.11104	46.62968
"Vaspis"	3.47076	48.16442
"Vaspis"	3.20107	47.98522
"Vaspis"	1.99992	46.94861
"Vaspis"	1.72992	46.75639
"Vaspis"	1.93021	46.93265
"Vaspis"	2.01455	46.65466
"Vaspis"	2.05742	46.69714
"Vaspis"	1.68819	46.62638
"Vaspis"	1.22181	46.93826
"Vaspis"	1.91344	46.65702
"Vaspis"	1.6278	47.2023
"Vaspis"	1.9627	46.72588
"Vaspis"	-0.68246	47.47264
"Vaspis"	1.98861	42.50359
"Vaspis"	0.27652	47.06772
"Vaspis"	0.22444	47.54846
"Vaspis"	-1.23031	46.37657
"Vaspis"	-1.05196	45.88864
"Vaspis"	-1.06689	45.93167
"Vaspis"	2.92184	48.27193
"Vaspis"	2.91888	48.26969
"Vaspis"	1.30966	47.65246
"Vaspis"	0.91576	47.7699
"Vaspis"	1.46177	47.93735
"Vaspis"	1.14589	47.8683
"Vaspis"	1.36574	48.01935
"Vaspis"	2.23449	47.78825
"Vaspis"	2.12376	46.93575
"Vaspis"	1.3485	47.36562
"Vaspis"	0.97074	47.78643
"Vaspis"	1.35691	47.6643
"Vaspis"	1.15732	47.50515
"Vaspis"	1.33875	47.52353
"Vaspis"	-1.80906	46.98632
"Vaspis"	-1.18143	47.0886
"Vaspis"	1.83665	47.96055
"Vaspis"	6.60444	45.54334
"Vaspis"	5.58101	46.0152
"Vaspis"	1.11312	46.75544
"Vaspis"	1.25611	46.81237
"Vaspis"	-1.74048	46.81538
"Vaspis"	1.76392	48.45568
"Vaspis"	1.85607	47.97305
"Vaspis"	1.85931	47.9827
"Vaspis"	-0.73303	47.3484
"Vaspis"	-1.1456	47.36982
"Vaspis"	-1.10995	47.37516
"Vaspis"	-0.74105	47.33563
"Vaspis"	-2.06643	47.2705
"Vaspis"	-0.74431	47.33718
"Vaspis"	-0.83486	47.37783
"Vaspis"	-1.18019	47.39409
"Vaspis"	-1.16804	47.40859
"Vaspis"	-1.17358	47.35721
"Vaspis"	1.13895	46.01588
"Vaspis"	1.13506	46.02331
"Vaspis"	1.1382	46.01818
"Vaspis"	1.85494	47.88049
"Vaspis"	0.39231	48.03681
"Vaspis"	0.04703	47.90196
"Vaspis"	0.04389	47.90306
"Vaspis"	0.04355	47.90275
"Vaspis"	0.04568	47.90223
"Vaspis"	0.04873	47.90251
"Vaspis"	-1.29164	44.21003
"Vaspis"	3.37119	46.88061
"Vaspis"	6.19216	44.45211
"Vaspis"	6.16967	44.68864
"Vaspis"	3.18335	43.76583
"Vaspis"	5.31146	44.66251
"Vaspis"	5.38469	44.49554
"Vaspis"	5.20152	46.11638
"Vaspis"	3.93182	46.00608
"Vaspis"	5.43665	45.70384
"Vaspis"	1.36944	47.4303
"Vaspis"	4.32142	45.57447
"Vaspis"	-1.77357	46.56967
"Vaspis"	1.70927	45.42704
"Vaspis"	5.99129	45.25898
"Vaspis"	4.89945	45.95996
"Vaspis"	2.36618	44.91579
"Vaspis"	5.3472	46.36376
"Vaspis"	2.9398	45.94467
"Vaspis"	0.89123	46.08987
"Vaspis"	-1.18949	47.37989
"Vaspis"	2.66288	44.94101
"Vaspis"	0.72065	46.02643
"Vaspis"	5.26429	44.65545
"Vaspis"	3.59436	45.99232
"Vaspis"	2.70833	45.32806
"Vaspis"	3.28196	45.41832
"Vaspis"	1.07111	45.67495
"Vaspis"	5.10746	45.78453
"Vaspis"	1.19483	45.80387
"Vaspis"	4.53679	46.18924
"Vaspis"	5.89568	46.07487
"Vaspis"	-1.24107	45.8623
"Vaspis"	5.32566	46.10603
"Vaspis"	6.3504	46.16671
"Vaspis"	3.88963	45.9681
"Vaspis"	6.57632	47.37596
"Vaspis"	5.13802	46.24626
"Vaspis"	4.01176	45.28789
"Vaspis"	5.55055	45.77399
"Vaspis"	3.47188	45.15896
"Vaspis"	2.54885	43.40888
"Vaspis"	0.48692	45.69824
"Vaspis"	2.52586	43.09515
"Vaspis"	4.85402	44.54013
"Vaspis"	0.21277	46.31475
"Vaspis"	4.36868	45.40377
"Vaspis"	1.64102	43.34336
"Vaspis"	2.47482	46.22056
"Vaspis"	6.3838	44.07854
"Vaspis"	3.40687	43.89091
"Vaspis"	0.85283	45.64492
"Vaspis"	5.40738	45.47702
"Vaspis"	3.26383	43.856
"Vaspis"	5.66081	44.90269
"Vaspis"	3.18505	45.52343
"Vaspis"	4.00211	45.54246
"Vaspis"	6.3394	47.08263
"Vaspis"	6.84994	44.44437
"Vaspis"	5.49759	45.19039
"Vaspis"	5.02253	44.43422
"Vaspis"	1.69604	46.09178
"Vaspis"	1.51902	44.86074
"Vaspis"	4.42492	47.8971
"Vaspis"	6.80196	43.95023
"Vaspis"	6.65167	44.37901
"Vaspis"	2.49054	47.24193
"Vaspis"	5.79943	44.42366
"Vaspis"	3.12909	46.04039
"Vaspis"	-1.74902	46.75748
"Vaspis"	0.38296	45.46604
"Vaspis"	5.69703	46.51264
"Vaspis"	1.44076	45.29292
"Vaspis"	1.00756	44.67335
"Vaspis"	0.02294	45.08367
"Vaspis"	4.38025	46.31815
"Vaspis"	4.88662	45.92294
"Vaspis"	5.34258	45.52961
"Vaspis"	6.0404	48.3963
"Vaspis"	6.24294	44.81661
"Vaspis"	6.21294	45.66843
"Vaspis"	2.0892	45.64608
"Vaspis"	3.38571	45.2962
"Vaspis"	4.04766	46.15932
"Vaspis"	-0.7359	46.88468
"Vaspis"	6.74346	46.08792
"Vaspis"	1.08102	45.50524
"Vaspis"	-0.40328	47.34591
"Vaspis"	5.92038	48.66938
"Vaspis"	3.79858	45.07459
"Vaspis"	6.19163	44.53397
"Vaspis"	4.41976	44.35367
"Vaspis"	-1.62677	46.73852
"Vaspis"	-0.43857	47.56228
"Vaspis"	3.74423	44.03851
"Vaspis"	3.89148	46.10635
"Vaspis"	4.57054	45.7408
"Vaspis"	-0.61012	47.63157
"Vaspis"	3.25428	44.58832
"Vaspis"	6.41968	44.43222
"Vaspis"	-0.4676	43.04466
"Vaspis"	1.5676	46.0721
"Vaspis"	1.78413	45.04972
"Vaspis"	-1.45281	43.32359
"Vaspis"	1.95006	46.38362
"Vaspis"	1.65204	45.65785
"Vaspis"	1.78955	46.16503
"Vaspis"	0.6961	47.3984
"Vaspis"	6.04854	46.9633
"Vaspis"	1.61012	44.73147
"Vaspis"	5.11725	46.18659
"Vaspis"	6.48205	46.37114
"Vaspis"	-2.10943	46.84236
"Vaspis"	5.54392	45.06011
"Vaspis"	6.34351	44.26782
"Vaspis"	2.75368	45.51252
"Vaspis"	1.29099	43.03684
"Vaspis"	5.33632	46.24517
"Vaspis"	-1.72027	47.31953
"Vaspis"	6.73963	47.24226
"Vaspis"	6.74646	45.17768
"Vaspis"	-0.58857	43.00574
"Vaspis"	-1.29887	47.20773
"Vaspis"	6.50845	47.39002
"Vaspis"	-0.56042	45.91619
"Vaspis"	2.54897	43.13355
"Vaspis"	3.04735	45.58315
"Vaspis"	4.00374	44.53339
"Vaspis"	6.77343	47.41291
"Vaspis"	1.31554	46.31055
"Vaspis"	6.28803	44.54568
"Vaspis"	5.40708	45.29466
"Vaspis"	5.82489	46.85862
"Vaspis"	-0.90049	44.12639
"Vaspis"	6.89728	47.34606
"Vaspis"	5.99285	46.97718
"Vaspis"	-1.59606	46.84199
"Vaspis"	0.96269	45.70429
"Vaspis"	0.35833	45.72994
"Vaspis"	5.5683	44.4976
"Vaspis"	6.04624	46.3473
"Vaspis"	-0.57933	42.9394
"Vaspis"	2.25868	42.99419
"Vaspis"	4.9617	45.772
"Vaspis"	5.45082	46.20057
"Vaspis"	3.43267	43.75104
"Vaspis"	5.00277	44.56114
"Vaspis"	6.74078	45.85691
"Vaspis"	6.13939	45.40223
"Vaspis"	2.6562	47.78672
"Vaspis"	2.98435	44.00956
"Vaspis"	0.64577	45.36424
"Vaspis"	-1.32174	46.17954
"Vaspis"	1.04134	46.10461
"Vaspis"	5.05466	44.86707
"Vaspis"	4.83834	44.98688
"Vaspis"	4.37043	44.93641
"Vaspis"	5.25836	45.56612
"Vaspis"	3.01541	46.48695
"Vaspis"	6.73168	45.78916
"Vaspis"	5.39416	45.14235
"Vaspis"	-0.59045	45.76764
"Vaspis"	6.09844	44.10062
"Vaspis"	-0.06767	46.79158
"Vaspis"	5.03223	44.77783
"Vaspis"	2.34201	46.58949
"Vaspis"	1.24316	46.06269
"Vaspis"	-1.09989	45.3397
"Vaspis"	2.45903	46.77003
"Vaspis"	-1.10665	45.68573
"Vaspis"	5.12247	46.29112
"Vaspis"	-0.16713	47.46454
"Vaspis"	-0.70883	47.38124
"Vaspis"	4.63386	46.38533
"Vaspis"	5.11423	45.60112
"Vaspis"	4.31321	46.41634
"Vaspis"	4.823	46.12231
"Vaspis"	2.50863	48.3774
"Vaspis"	5.15114	44.57877
"Vaspis"	0.20909	46.93962
"Vaspis"	2.79247	45.46967
"Vaspis"	5.39677	44.13821
"Vaspis"	5.61356	44.69878
"Vaspis"	-0.58825	45.89135
"Vaspis"	5.7839	45.85625
"Vaspis"	2.27034	46.11803
"Vaspis"	4.99445	44.66108
"Vaspis"	3.08233	44.86977
"Vaspis"	3.47308	47.71767
"Vaspis"	5.82813	44.92806
"Vaspis"	6.6617	44.17242
"Vaspis"	2.14746	43.92585
"Vaspis"	5.63592	46.23815
"Vaspis"	1.97028	45.45521
"Vaspis"	6.62488	44.53762
"Vaspis"	2.1587	42.59016
"Vaspis"	4.04144	44.61696
"Vaspis"	5.44308	46.38631
"Vaspis"	3.36307	43.88067
"Vaspis"	3.23806	45.67048
"Vaspis"	7.30278	44.10217
"Vaspis"	-0.97542	45.77048
"Vaspis"	4.52475	45.40545
"Vaspis"	-0.75184	46.97966
"Vaspis"	-1.47571	43.40167
"Vaspis"	6.25886	46.10205
"Vaspis"	1.48604	45.6051
"Vaspis"	0.00351	47.22058
"Vaspis"	3.07412	45.66417
"Vaspis"	5.79257	45.40954
"Vaspis"	0.86909	45.95114
"Vaspis"	1.25851	45.59387
"Vaspis"	1.30609	45.05616
"Vaspis"	2.43851	43.4117
"Vaspis"	0.9027	47.31476
"Vaspis"	5.3371	44.22557
"Vaspis"	2.36811	48.48119
"Vaspis"	2.82274	45.20842
"Vaspis"	5.59017	45.12096
"Vaspis"	3.63579	44.97635
"Vaspis"	-1.332	47.23326
"Vaspis"	5.4057	45.09319
"Vaspis"	5.27811	44.33358
"Vaspis"	5.18303	46.71665
"Vaspis"	6.0619	44.233
"Vaspis"	4.55917	45.2639
"Vaspis"	5.93049	44.20082
"Vaspis"	6.73581	47.35095
"Vaspis"	2.56732	46.28268
"Vaspis"	3.25336	45.61027
"Vaspis"	6.08594	45.75896
"Vaspis"	2.84242	46.16373
"Vaspis"	6.4968	47.15945
"Vaspis"	3.09824	44.95973
"Vaspis"	5.64341	46.41231
"Vaspis"	1.44625	47.39285
"Vaspis"	6.7846	47.33118
"Vaspis"	2.35088	42.87849
"Vaspis"	7.07494	44.18752
"Vaspis"	2.53386	45.61227
"Vaspis"	5.3905	45.05421
"Vaspis"	6.69104	43.76537
"Vaspis"	5.40372	44.43992
"Vaspis"	6.28598	45.91085
"Vaspis"	5.10275	47.52584
"Vaspis"	6.77069	47.44269
"Vaspis"	-1.59633	47.08886
"Vaspis"	3.05897	43.24765
"Vaspis"	3.3364	45.80654
"Vaspis"	-0.43936	47.86189
"Vaspis"	3.27014	44.22477
"Vaspis"	4.85179	47.3778
"Vaspis"	4.23769	44.62946
"Vaspis"	5.00465	44.59373
"Vaspis"	0.63782	47.11511
"Vaspis"	2.9796	45.89816
"Vaspis"	2.19817	45.91831
"Vaspis"	6.02596	44.49609
"Vaspis"	5.43279	45.9027
"Vaspis"	-0.47398	47.45141
"Vaspis"	-0.05833	46.3683
"Vaspis"	-1.33166	47.28147
"Vaspis"	3.20793	43.79601
"Vaspis"	5.90942	46.52864
"Vaspis"	6.51025	45.87394
"Vaspis"	5.13348	44.62121
"Vaspis"	0.77084	47.58472
"Vaspis"	4.95321	45.92686
"Vaspis"	2.0749	42.85647
"Vaspis"	2.21993	46.64787
"Vaspis"	0.91852	45.62952
"Vaspis"	6.99841	45.43103
"Vaspis"	2.83132	46.01895
"Vaspis"	3.10962	45.66731
"Vaspis"	2.0476	43.41032
"Vaspis"	5.96406	44.89019
"Vaspis"	6.96956	47.31222
"Vaspis"	4.21244	44.6749
"Vaspis"	5.81422	45.71904
"Vaspis"	3.76859	46.39859
"Vaspis"	3.8623	43.80188
"Vaspis"	7.29256	44.02716
"Vaspis"	0.55381	45.81048
"Vaspis"	5.25478	45.89323
"Vaspis"	1.46755	45.08298
"Vaspis"	3.60549	44.31736
"Vaspis"	2.83918	46.53457
"Vaspis"	-0.50975	44.50402
"Vaspis"	2.14841	47.03181
"Vaspis"	1.58421	46.10007
"Vaspis"	2.20457	43.20126
"Vaspis"	5.87678	46.10866
"Vaspis"	-1.5998	46.42463
"Vaspis"	-1.4845	46.85296
"Vaspis"	-2.12743	47.17523
"Vaspis"	7.36604	43.83404
"Vaspis"	4.16257	44.62763
"Vaspis"	4.87595	44.39488
"Vaspis"	-1.55002	47.17665
"Vaspis"	1.09005	45.90334
"Vaspis"	-1.82581	46.73305
"Vaspis"	6.9364	45.4816
"Vaspis"	-0.7952	47.05976
"Vaspis"	6.34902	44.6838
"Vaspis"	5.33446	44.81018
"Vaspis"	2.25744	46.71406
"Vaspis"	5.8004	45.73673
"Vaspis"	5.16614	44.82546
"Vaspis"	3.47562	48.70419
"Vaspis"	5.44423	45.15309
"Vaspis"	-0.82745	45.81638
"Vaspis"	1.81687	43.24625
"Vaspis"	5.46499	44.43746
"Vaspis"	6.40761	46.16412
"Vaspis"	5.66275	46.5237
"Vaspis"	4.28146	46.36388
"Vaspis"	4.95806	46.51598
"Vaspis"	2.06964	46.3618
"Vaspis"	1.38093	47.52856
"Vaspis"	3.41505	44.3096
"Vaspis"	5.03917	45.2535
"Vaspis"	0.85785	46.25473
"Vaspis"	2.22664	45.06318
"Vaspis"	4.74579	45.26465
"Vaspis"	4.98875	45.32811
"Vaspis"	4.60748	44.61675
"Vaspis"	5.10237	45.26286
"Vaspis"	4.80986	44.85912
"Vaspis"	-1.51952	46.68505
"Vaspis"	4.02738	45.04708
"Vaspis"	4.06453	45.10224
"Vaspis"	1.83549	47.99141
"Vaspis"	1.82805	47.88899
"Vaspis"	1.82287	47.91684
"Vaspis"	1.89713	47.98709
"Vaspis"	2.0163	49.06364
"Vaspis"	1.42792	46.68924
"Vaspis"	1.11861	46.70412
"Vaspis"	1.25746	46.86849
"Vaspis"	0.75996	47.81289
"Vaspis"	0.99766	47.80908
"Vaspis"	0.9484	47.84052
"Vaspis"	0.15814	46.20535
"Vaspis"	0.88629	47.73668
"Vaspis"	0.86991	47.70727
"Vaspis"	0.85494	47.76511
"Vaspis"	1.30749	46.95049
"Vaspis"	2.03194	46.86151
"Vaspis"	2.07007	46.63419
"Vaspis"	1.57064	46.58432
"Vaspis"	1.6365	46.69944
"Vaspis"	1.49261	46.57872
"Vaspis"	2.17327	42.7871
"Vaspis"	1.50562	46.2807
"Vaspis"	4.78478	45.3216
"Vaspis"	2.43682	47.81618
"Vaspis"	5.12571	45.68286
"Vaspis"	3.19955	45.24522
"Vaspis"	1.41244	46.88736
"Vaspis"	1.42684	47.11545
"Vaspis"	1.62006	46.50611
"Vaspis"	1.64815	46.43233
"Vaspis"	1.69366	46.80319
"Vaspis"	0.98582	46.65413
"Vaspis"	2.28587	45.39026
"Vaspis"	-1.79293	46.54425
"Vaspis"	-4.5191	48.6288
"Vaspis"	-1.77405	46.54638
"Vaspis"	6.33363	43.73731
"Vaspis"	0.83136	47.86993
"Vaspis"	0.98123	47.746
"Vaspis"	4.94895	47.18764
"Vaspis"	1.45998	47.485
"Vaspis"	1.54959	46.84874
"Vaspis"	1.491345	42.63509
"Vaspis"	2.527554	46.192632
"Vaspis"	-2.04351	46.96916
"Vaspis"	-2.042298	46.969198
"Vaspis"	1.304582	46.798294
"Vaspis"	1.308901	46.796463
"Vaspis"	1.246145	46.753693
"Vaspis"	3.277991	43.918739
"Vaspis"	2.483436	46.011859
"Vaspis"	2.42874	45.975529
"Vaspis"	1.312227	46.796864
"Vaspis"	1.308887	46.796448
"Vaspis"	2.54953	46.20521
"Vaspis"	2.526984	46.192491
"Vaspis"	7.031624	44.708849
"Vaspis"	1.312276	46.796883
"Vaspis"	1.309222	46.796246
"Vaspis"	4.222202	47.119465
"Vaspis"	6.720017	45.265339
"Vaspis"	-1.826495	46.691839
"Vaspis"	-2.042234	46.969132
"Vaspis"	4.930223	45.945333
"Vaspis"	1.31533	42.74744
"Vaspis"	1.962561	42.521315
"Vaspis"	1.09	46.73
"Vaspis"	2.42874	45.976424
"Vaspis"	1.13	42.23
"Vaspis"	1.18	42.53
"Vaspis"	1.36	42.62
"Vaspis"	1.34	42.38
"Vaspis"	1.23	42.52
"Vaspis"	1.37	42.62
"Vaspis"	1.12	42.71
"Vaspis"	1.23	42.68
"Vaspis"	1.13	42.71
"Vaspis"	1.31	42.68
"Vaspis"	1.1	42.71
"Vaspis"	1.23	42.7
"Vaspis"	1.15	42.65
"Vaspis"	1.08	42.61
"Vaspis"	7.264203	47.937481
"Vaspis"	7.264115	47.937448
"Vaspis"	8.507279	44.554603
"Vaspis"	5.975093	44.123665
"Vaspis"	8.177695	46.018938
"Vaspis"	13.189425	41.443366
"Vaspis"	8.77767	44.56582
"Vaspis"	10.84834	45.944449
"Vaspis"	-0.331897	42.820842
"Vaspis"	15.822715	40.620976
"Vaspis"	10.938579	45.766298
"Vaspis"	8.477849	46.086557
"Vaspis"	1.775428	42.16747
"Vaspis"	10.526575	45.995288
"Vaspis"	8.791957	44.588243
"Vaspis"	15.630688	40.181972
"Vaspis"	7.195714	45.302959
"Vaspis"	11.022512	46.032789
"Vaspis"	11.188597	45.879941
"Vaspis"	13.537873	41.335835
"Vaspis"	8.298672	44.54353
"Vaspis"	10.828573	45.869593
"Vaspis"	0.979978	45.361741
"Vaspis"	10.900299	45.784906
"Vaspis"	8.818412	45.412178
"Vaspis"	2.577035	48.393782
"Vaspis"	10.976568	45.803886
"Vaspis"	4.047776	45.910589
"Vaspis"	13.491688	41.469836
"Vaspis"	5.560666	44.504617
"Vaspis"	10.488672	42.956497
"Vaspis"	13.251845	41.845815
"Vaspis"	11.0624	43.4145
"Vaspis"	12.924869	41.686662
"Vaspis"	12.909776	41.706592
"Vaspis"	12.977488	42.466279
"Vaspis"	-1.724734	46.755941
"Vaspis"	10.816846	45.679851
"Vaspis"	7.832193	45.676972
"Vaspis"	10.86895	45.816293
"Vaspis"	1.707677	47.792593
"Vaspis"	2.006548	43.416554
"Vaspis"	-1.005408	47.187296
"Vaspis"	12.946039	42.26288
"Vaspis"	10.94798	43.551822
"Vaspis"	2.513703	48.374718
"Vaspis"	7.260422	47.943265
"Vaspis"	7.003125	44.461722
"Vaspis"	6.043638	49.026907
"Vaspis"	4.404881	44.046298
"Vaspis"	14.413977	40.819187
"Vaspis"	10.909296	45.783612
"Vaspis"	-1.327217	46.004219
"Vaspis"	6.238819	43.941567
"Vaspis"	-2.130475	46.87648
"Vaspis"	13.1481	41.9314
"Vaspis"	-1.788939	47.334774
"Vaspis"	13.516795	43.047828
"Vaspis"	11.050023	45.744567
"Vaspis"	8.106523	45.898093
"Vaspis"	1.875139	47.473164
"Vaspis"	1.479285	42.767105
"Vaspis"	-0.986981	47.201656
"Vaspis"	11.539907	46.281426
"Vaspis"	6.955425	45.814545
"Vaspis"	-0.424236	46.125344
"Vaspis"	2.632282	48.430246
"Vaspis"	10.908978	45.783522
"Vaspis"	2.754853	47.835381
"Vaspis"	5.500105	45.978452
"Vaspis"	4.200225	46.411644
"Vaspis"	10.902781	45.92904
"Vaspis"	2.405212	41.783218
"Vaspis"	4.169133	46.428331
"Vaspis"	12.420448	41.714244
"Vaspis"	5.508544	45.972936
"Vaspis"	4.200906	46.411031
"Vaspis"	15.356192	38.076247
"Vaspis"	2.462587	46.202529
"Vaspis"	2.156354	45.947624
"Vaspis"	2.156371	45.94759
"Vaspis"	1.455919	42.771233
"Vaspis"	-0.53	42.79
"Vaspis"	2.4	45.87
"Vaspis"	2.18	45.92
"Vaspis"	5.559013	48.829465
"Vaspis"	1.492242	42.608601
"Vaspis"	6.749859	45.551677
"Vaspis"	6.751568	44.23377
"Vaspis"	2.468451	46.20451
"Vaspis"	1.560577	42.621021
"Vaspis"	2.566043	44.763083
"Vaspis"	-0.57	42.82
"Vaspis"	2.513857	48.374333
"Vaspis"	2.156291	45.94759
"Vaspis"	-0.914391	42.789769
"Vaspis"	-0.291619	42.857843
"Vaspis"	7.253844	45.576251
"Vaspis"	6.338146	45.491421
"Vaspis"	2.156317	45.947525
"Vaspis"	1.480421	42.634056
"Vaspis"	4.03	47.35
"Vaspis"	7.064109	44.413749
"Vaspis"	5.559835	48.829597
"Vaspis"	5.884552	46.62551
"Vaspis"	5.776505	44.559746
"Vaspis"	5.71	48.45
"Vaspis"	-0.414283	42.803861
"Vaspis"	6.810247	45.907298
"Vaspis"	0.075638	42.683817
"Vaspis"	2.236812	42.521324
"Vaspis"	3.589419	44.418697
"Vaspis"	7.260819	47.940952
"Vaspis"	1.357082	46.763976
"Vaspis"	-2.177233	42.902598
"Vaspis"	1.46	42.62
"Vaspis"	5.31	44.15
"Vaspis"	6.585143	45.365455
"Vaspis"	1.199064	46.788114
"Vaspis"	5.318333	44.154446
"Vaspis"	-3.830573	42.820273
"Vaspis"	1.15327	46.003822
"Vaspis"	1.484467	42.634125
"Vaspis"	-0.49492	42.839928
"Vaspis"	-1.794805	46.706676
"Vaspis"	2.249848	42.562313
